,DR,p0(x),p0(x|ε),p_{g_x}(x),p_{g_x}(ε)
0,1.7917594692280547,0.1428562998202638,0.27323726541499355,0.6751707974171821,0.06233354735953338
1,2.3978952727983707,0.18905696057507884,0.23961385888865425,0.85619720899835,0.0482104930327439
2,2.772588722239781,0.20328948742103758,0.1925662009394564,0.9096309462766704,0.03752460744633177
3,3.0445224377234235,0.21008532362920807,0.15774377660129338,0.9350678030004156,0.0302884377575191
4,3.2580965380214817,0.21383993290695846,0.13683889815560268,0.9490475239044318,0.026002892641138194
