,alpha,gamma,p_short,p_long,p_weird,p_short2,p_long2
9592,0.04040404040404033,4.646464646464646,0.574425867292838,0.4254731716946946,0.0,0.574425867292838,0.4254731716946946
9593,0.04040404040404033,4.696969696969697,0.5757032509761478,0.4242046692704795,0.0,0.5757032509761478,0.42420466927047956
9594,0.04040404040404033,4.747474747474747,0.5769848811193303,0.42293113893249235,0.0,0.5769848811193304,0.4229311389324923
9595,0.04040404040404033,4.797979797979798,0.5782707932936171,0.42165261388292136,0.0,0.5782707932936171,0.42165261388292136
9596,0.04040404040404033,4.848484848484849,0.57956102166178,0.4203691226791458,0.0,0.57956102166178,0.4203691226791458
9597,0.04040404040404033,4.898989898989899,0.5808555991444716,0.41908068960016703,0.0,0.5808555991444716,0.41908068960016703
9598,0.04040404040404033,4.94949494949495,0.5821545575696074,0.41778733498312015,0.0,0.5821545575696074,0.41778733498312015
9599,0.04040404040404033,5.0,0.5834579278064939,0.41648907553229064,0.0,0.5834579278064939,0.41648907553229064
9600,0.030303030303030276,0.0,0.2498545304636249,0.25010638229312415,0.24991067163296807,0.2501284156102829,0.25010638229312415
9601,0.030303030303030276,0.050505050505050504,2.705511484555106e-06,2.738211972198955e-06,0.9999920843780391,2.7060212509709172e-06,2.7382119720781906e-06
9602,0.030303030303030276,0.10101010101010101,4.3537462171603905e-11,4.402234046918059e-11,0.999999999876124,4.352132373074207e-11,4.4022340469180754e-11
9603,0.030303030303030276,0.15151515151515152,3.82348637335711e-15,3.862743660138687e-15,0.9999999999999893,3.82421288221131e-15,3.862743660138687e-15
9604,0.030303030303030276,0.20202020202020202,1.7227924067147867e-18,1.7389032246033157e-18,1.0,1.721870969871652e-18,1.7389032246033157e-18
9605,0.030303030303030276,0.25252525252525254,3.724175574035592e-21,3.757442322846138e-21,1.0,3.726525022368411e-21,3.757442322846138e-21
9606,0.030303030303030276,0.30303030303030304,3.5895734943442085e-23,3.6262094310526795e-23,1.0,3.592009415682315e-23,3.6262094310526795e-23
9607,0.030303030303030276,0.35353535353535354,1.4471659288878302e-24,1.5289621848758328e-24,1.0,1.4469410457684772e-24,1.5289621848758328e-24
9608,0.030303030303030276,0.40404040404040403,2.259649771282929e-25,2.7086922380233145e-25,1.0,2.259394104432562e-25,2.7086922380233145e-25
9609,0.030303030303030276,0.45454545454545453,1.275285548238401e-25,1.8741456970773099e-25,1.0,1.275375545200831e-25,1.8741456970772965e-25
9610,0.030303030303030276,0.5050505050505051,2.4318633915377273e-25,4.695725363957556e-25,1.0,2.4324613052246238e-25,4.695725363957556e-25
9611,0.030303030303030276,0.5555555555555556,1.4672985535377793e-24,3.946658714842071e-24,1.0,1.4671659887102327e-24,3.946658714842071e-24
9612,0.030303030303030276,0.6060606060606061,2.924344310876797e-23,1.0304241527952169e-22,1.0,2.924109502392662e-23,1.0304241527952169e-22
9613,0.030303030303030276,0.6565656565656566,1.9715090502408676e-21,7.789957498720921e-21,1.0,1.9714128965882724e-21,7.789957498720921e-21
9614,0.030303030303030276,0.7070707070707071,4.074098945759097e-19,1.5885412161880586e-18,1.0,4.073927956365335e-19,1.5885412161880586e-18
9615,0.030303030303030276,0.7575757575757576,2.343202397406522e-16,8.139016268090832e-16,0.9999999999999989,2.3431786505666025e-16,8.139016268090832e-16
9616,0.030303030303030276,0.8080808080808081,3.362674443584956e-13,9.802883791526593e-13,0.9999999999986069,3.362671759427564e-13,9.802883791526593e-13
9617,0.030303030303030276,0.8585858585858586,1.1101248775116276e-09,2.5924407385995416e-09,0.999999996066643,1.110124695033412e-09,2.5924407385995507e-09
9618,0.030303030303030276,0.9090909090909091,8.067675020574136e-06,1.3728689739862152e-05,0.9999766750917155,8.06767502032992e-06,1.3728689739862178e-05
9619,0.030303030303030276,0.9595959595959596,0.09936942823741372,0.10065919437497232,0.7828136800285526,0.09936942823741364,0.10065919437497232
9620,0.030303030303030276,1.0101010101010102,0.4639847767864698,0.46286565036701294,0.00014358922642077887,0.4639847767864698,0.4628656503670129
9621,0.030303030303030276,1.0606060606060606,0.46747168310514464,0.46550209804989584,3.1258046631239036e-09,0.46747168310514464,0.46550209804989584
9622,0.030303030303030276,1.1111111111111112,0.4706763899084379,0.46782942778911285,3.902072006375557e-14,0.4706763899084379,0.46782942778911285
9623,0.030303030303030276,1.1616161616161615,0.47368076268272674,0.46992847355457595,2.915432377873749e-19,0.47368076268272663,0.46992847355457595
9624,0.030303030303030276,1.2121212121212122,0.4764992987739773,0.4718133491587483,1.3591867339770195e-24,0.4764992987739773,0.4718133491587483
9625,0.030303030303030276,1.2626262626262625,0.47914578934801605,0.4734977308223944,4.087842027256806e-30,0.47914578934801616,0.4734977308223945
9626,0.030303030303030276,1.3131313131313131,0.4816333006677701,0.47499478352459085,8.235955008593341e-36,0.4816333006677701,0.47499478352459107
9627,0.030303030303030276,1.3636363636363635,0.48397416511206814,0.4763171080786077,1.1488907189400728e-41,0.48397416511206814,0.4763171080786077
9628,0.030303030303030276,1.4141414141414141,0.4861799818880183,0.4774767063796417,1.1419089172920638e-47,0.4861799818880183,0.4774767063796417
9629,0.030303030303030276,1.4646464646464645,0.4882616259112329,0.4784849614557649,8.317072107246997e-54,0.4882616259112329,0.4784849614557649
9630,0.030303030303030276,1.5151515151515151,0.49022926339062833,0.4793526294781065,4.554929310692914e-60,0.49022926339062833,0.4793526294781065
9631,0.030303030303030276,1.5656565656565655,0.4920923727638553,0.48008984132657073,1.9198196229368941e-66,0.4920923727638553,0.48008984132657073
9632,0.030303030303030276,1.6161616161616161,0.49385976976377544,0.48070611168256777,6.37271893138946e-73,0.4938597697637753,0.4807061116825679
9633,0.030303030303030276,1.6666666666666667,0.49553963554095337,0.48121035394274486,1.6958899205337778e-79,0.49553963554095337,0.48121035394274486
9634,0.030303030303030276,1.7171717171717171,0.49713954691206175,0.4816108995260665,3.6982499885907804e-86,0.49713954691206175,0.4816108995260665
9635,0.030303030303030276,1.7676767676767677,0.4986665079430498,0.4819155203869022,6.704801924413885e-93,0.4986665079430498,0.4819155203869022
9636,0.030303030303030276,1.8181818181818181,0.5001269822050602,0.4821314537539032,1.0274310130609248e-99,0.5001269822050601,0.48213145375390326
9637,0.030303030303030276,1.8686868686868687,0.5015269251582956,0.482265428292286,1.3495212931916663e-106,0.5015269251582956,0.482265428292286
9638,0.030303030303030276,1.9191919191919191,0.5028718162234458,0.4823236910391742,1.5406954751268003e-113,0.5028718162234458,0.4823236910391742
9639,0.030303030303030276,1.9696969696969697,0.5041666901918266,0.48231203459090366,1.5470751448260989e-120,0.5041666901918266,0.48231203459090355
9640,0.030303030303030276,2.0202020202020203,0.5054161677045318,0.48223582413046373,1.380811611952264e-127,0.5054161677045319,0.4822358241304638
9641,0.030303030303030276,2.0707070707070705,0.5066244845984874,0.4821000239750207,1.1078215766361085e-134,0.5066244845984874,0.4821000239750208
9642,0.030303030303030276,2.121212121212121,0.5077955199743022,0.48190922340003783,8.06795083020267e-142,0.5077955199743022,0.48190922340003783
9643,0.030303030303030276,2.1717171717171717,0.5089328228883441,0.4816676615599428,5.364114670253879e-149,0.5089328228883441,0.4816676615599428
9644,0.030303030303030276,2.2222222222222223,0.5100396376106162,0.48137925137742066,3.2838021915103276e-156,0.5100396376106162,0.4813792513774207
9645,0.030303030303030276,2.2727272727272725,0.5111189274218375,0.48104760231590166,1.8707872617865078e-163,0.5111189274218374,0.4810476023159016
9646,0.030303030303030276,2.323232323232323,0.5121733969486412,0.48067604198411557,9.954907274108275e-171,0.5121733969486412,0.48067604198411557
9647,0.030303030303030276,2.3737373737373737,0.5132055130559219,0.4802676365489729,4.974306272963454e-178,0.5132055130559219,0.4802676365489729
9648,0.030303030303030276,2.4242424242424243,0.5142175243308923,0.4798252099546318,2.351378178454983e-185,0.5142175243308923,0.4798252099546318
9649,0.030303030303030276,2.474747474747475,0.515211479205113,0.47935136196239075,1.0548778221491303e-192,0.5152114792051129,0.4793513619623907
9650,0.030303030303030276,2.525252525252525,0.5161892427692808,0.47884848503880323,4.5130163012663617e-200,0.5161892427692808,0.47884848503880323
9651,0.030303030303030276,2.5757575757575757,0.5171525123414219,0.47831878012892715,1.8512348720242776e-207,0.5171525123414218,0.4783187801289271
9652,0.030303030303030276,2.6262626262626263,0.5181028318529072,0.4777642713583922,7.307806925937973e-215,0.5181028318529072,0.4777642713583922
9653,0.030303030303030276,2.676767676767677,0.5190416051186807,0.4771868197126452,2.7826584243270754e-222,0.5190416051186807,0.4771868197126452
9654,0.030303030303030276,2.727272727272727,0.5199701080587664,0.4765881357445712,1.0244504662952167e-229,0.5199701080587664,0.4765881357445712
9655,0.030303030303030276,2.7777777777777777,0.520889499937629,0.4759697913632372,3.663910760543793e-237,0.520889499937629,0.4759697913632372
9656,0.030303030303030276,2.8282828282828283,0.5218008336866978,0.47533323075689426,1.276066342862516e-244,0.5218008336866978,0.47533323075689426
9657,0.030303030303030276,2.878787878787879,0.5227050653734567,0.4746797805029318,4.3332600607417465e-252,0.5227050653734567,0.4746797805029318
9658,0.030303030303030276,2.929292929292929,0.5236030628780838,0.4740106589164485,1.4415102182544732e-259,0.5236030628780838,0.4740106589164485
9659,0.030303030303030276,2.9797979797979797,0.5244956138359788,0.4733269846874995,4.6922902546441036e-267,0.5244956138359788,0.4733269846874995
9660,0.030303030303030276,3.0303030303030303,0.5253834329015348,0.4726297848552495,1.4979625810494054e-274,0.5253834329015348,0.4726297848552495
9661,0.030303030303030276,3.080808080808081,0.5262671683855406,0.47192000216507674,4.709519828616361e-282,0.5262671683855407,0.4719200021650766
9662,0.030303030303030276,3.131313131313131,0.5271474083154465,0.471198501852454,1.4567491572372481e-289,0.5271474083154465,0.471198501852454
9663,0.030303030303030276,3.1818181818181817,0.5280246859646989,0.47046607789502554,4.4456165672875334e-297,0.5280246859646989,0.47046607789502554
9664,0.030303030303030276,3.2323232323232323,0.5288994848942694,0.46972345877195976,1.3408117356586165e-304,0.5288994848942692,0.46972345877195976
9665,0.030303030303030276,3.282828282828283,0.5297722435465779,0.4689713127672492,3.99195053047e-312,0.5297722435465779,0.4689713127672492
9666,0.030303030303030276,3.3333333333333335,0.5306433594291318,0.4682102528513414,1.17593e-319,0.5306433594291318,0.4682102528513414
9667,0.030303030303030276,3.3838383838383836,0.5315131929225132,0.46744084117317075,0.0,0.5315131929225132,0.46744084117317075
9668,0.030303030303030276,3.4343434343434343,0.5323820707446955,0.46666359319255374,0.0,0.5323820707446956,0.46666359319255374
9669,0.030303030303030276,3.484848484848485,0.5332502891012662,0.4658789814807646,0.0,0.5332502891012662,0.4658789814807646
9670,0.030303030303030276,3.5353535353535355,0.534118116548782,0.46508743921517104,0.0,0.534118116548782,0.46508743921517104
9671,0.030303030303030276,3.5858585858585856,0.5349857965963271,0.46428936339192545,0.0,0.5349857965963271,0.46428936339192545
9672,0.030303030303030276,3.6363636363636362,0.5358535500683168,0.4634851177789288,0.0,0.5358535500683168,0.4634851177789288
9673,0.030303030303030276,3.686868686868687,0.5367215772496855,0.4626750356296542,0.0,0.5367215772496856,0.462675035629654
9674,0.030303030303030276,3.7373737373737375,0.5375900598328534,0.461859422176837,0.0,0.5375900598328532,0.4618594221768371
9675,0.030303030303030276,3.7878787878787876,0.5384591626842233,0.4610385569236094,0.0,0.5384591626842234,0.46103855692360934
9676,0.030303030303030276,3.8383838383838382,0.539329035446461,0.460212695748292,0.0,0.5393290354464609,0.46021269574829193
9677,0.030303030303030276,3.888888888888889,0.5401998139914073,0.45938207283780846,0.0,0.5401998139914073,0.45938207283780846
9678,0.030303030303030276,3.9393939393939394,0.5410716217371958,0.45854690246351626,0.0,0.5410716217371958,0.45854690246351626
9679,0.030303030303030276,3.9898989898989896,0.5419445708419633,0.45770738061216004,0.0,0.5419445708419635,0.45770738061216004
9680,0.030303030303030276,4.040404040404041,0.542818763285447,0.45686368648366255,0.0,0.542818763285447,0.4568636864836625
9681,0.030303030303030276,4.090909090909091,0.543694291848775,0.45601598386652803,0.0,0.543694291848775,0.4560159838665281
9682,0.030303030303030276,4.141414141414141,0.5445712410018315,0.45516442240078625,0.0,0.5445712410018314,0.45516442240078625
